ADID,CreativeUrl,Currency Code,Spend,Impressions,StartDate,EndDate,Spend,Duration of Ad,Impressions
e097a50a9bbc0b4c8cdd9d399a5343d7aefde53ec8a78449821eb066edf0ddd3,https://www.snap.com/political-ads/asset/be35ebdb1f28afbb7dd4923b5f048ca2239a765fa7d6006fe15b93cd0829cedf?mediaType=png,USD,375,23882,19-Feb-2021,2-Mar-2021,375,11,23882
27b13ff2065a5300835206d56da42177c523b448e7aefe099cee63e55b8ecfb3,https://www.snap.com/political-ads/asset/b35b0989defbf77a3d90fb7115ef3fad265a154699f600723059351ca5afb0d8?mediaType=mp4,USD,359,167951,3-Dec-2020,2-Mar-2021,359,89,167951
2b7383079d3109365a949ef2412379a3a8449630ac5e7d88ce5f13c4396adb3c,https://www.snap.com/political-ads/asset/bdd5de77c79cec3952276b1341ea68f1752e770e1c4998da9e0b20be0e373b30?mediaType=mp4,USD,352,30110,12-Feb-2021,2-Mar-2021,352,18,30110
af259be1a304a65b44b4d7167d3697cdf6ace2b03c005a04c5beace82bbe135f,https://www.snap.com/political-ads/asset/03fd1796088b4a75c2d62a05edf25fb1936345a3af596a3e490888c67ca97e60?mediaType=mp4,USD,347,96511,8-Feb-2021,2-Mar-2021,347,22,96511
4c316e6d2580de05c9f8d298d835f0ba2c23df26e7c487473c4b9fb477f2593b,https://www.snap.com/political-ads/asset/50d42d7b048d75583a2bc20a98131fb05a7dacfb581af045faf773b23a47bbb1?mediaType=png,USD,341,63652,5-Feb-2021,1-Mar-2021,341,24,63652
bb402fcb834043b5b68177aa17832590309cc28e292050db72ce4b9dd393e997,https://www.snap.com/political-ads/asset/9b742cbe2fac1484b22d925a9b4841307ecab3bc5f100ec85a56509e5f4ad083?mediaType=mp4,USD,324,39791,21-Jan-2021,15-Apr-2021,324,84,39791
5ca6ff7196847c21b6d85d9693cb5b43b72ee51e76d7d969bb436e0ccbf7d622,https://www.snap.com/political-ads/asset/ce6f90a795762377aa32eeb3fb0e74ce778eec5953f3303ac4114b004919b784?mediaType=mp4,USD,324,51620,10-Feb-2021,23-Feb-2021,324,13,51620
512f0eeb8a22a46c0fc093e81f11894bd29408147647f0e2f2927bc9b6d55b16,https://www.snap.com/political-ads/asset/ce6f90a795762377aa32eeb3fb0e74ce778eec5953f3303ac4114b004919b784?mediaType=mp4,USD,324,70864,10-Feb-2021,23-Feb-2021,324,13,70864
e10069d44bfd6fbab93698cbbd6aceb1d62e7c6b9c5b03c1304853c4c1826aee,https://www.snap.com/political-ads/asset/bdd5de77c79cec3952276b1341ea68f1752e770e1c4998da9e0b20be0e373b30?mediaType=mp4,USD,321,27831,12-Feb-2021,2-Mar-2021,321,18,27831
86a5cc41affaa04130d47cfd5cc990bd08999dd7926f1cc6d815c1346602efe2,https://www.snap.com/political-ads/asset/037f3b61a3b582f8cbd99c4232a785e55359d32b8fd6a13a3e0123e12b3e386e?mediaType=png,USD,316,51114,22-Jan-2021,2-Mar-2021,316,39,51114
7c03967d3258604e5948b0d72c880034bd6b7a981d766084f9d5b05e5b253a3d,https://www.snap.com/political-ads/asset/6a48814d92ff30fbb726723480d992dcb7017abaec39fc9969369127be981ec8?mediaType=png,USD,316,33263,22-Jan-2021,2-Mar-2021,316,39,33263
75029a52243612d6ed9551cf1cf66aa8b2c69e8101f323a951bae07e54f2582d,https://www.snap.com/political-ads/asset/037f3b61a3b582f8cbd99c4232a785e55359d32b8fd6a13a3e0123e12b3e386e?mediaType=png,USD,314,47479,22-Jan-2021,2-Mar-2021,314,39,47479
d19a227e3cd52bda61ead22c7a624b947a576d591ad156a514fb17ecfc5b1aac,https://www.snap.com/political-ads/asset/40c5fd87369b68659ff7ff5418f1b513011060dd755a1213b22eaa7d23311be9?mediaType=mp4,USD,305,258057,2-Feb-2021,1-May-2021,305,88,258057
fb59a0eda5b9ab5528f289891c087454fcded49ea0486e543ae9412c737f48a1,https://www.snap.com/political-ads/asset/2804f73b6b5f6158277ea19403eba12bc197c730dd7ee554097bf79e3881d545?mediaType=mp4,USD,303,39712,5-Jan-2021,5-Jan-2021,303,0,39712
39bf1dcd12c1bb69879a72765ebb8926650d32a8552969ccd873c363357839f5,https://www.snap.com/political-ads/asset/ee7759e3e7b0a11422fbc56d22e958ce2428e7f4781834e64e673dda673e7005?mediaType=png,USD,300,81776,10-Feb-2021,16-Feb-2021,300,6,81776
650d6ba26cefa1795823dca775ebc4ae55d5cbdbedb12c4de364c59dbb787e0e,https://www.snap.com/political-ads/asset/7b119ccdcff704ccc3ecd15c9a2f705ca5e94ba8300e454d537b7f02b02ccd23?mediaType=mp4,USD,294,24903,8-Dec-2020,6-Jan-2021,294,29,24903
073cfff4388de28298f470912d40976f914436052b5c9e66c6bce7ddc275646f,https://www.snap.com/political-ads/asset/d01400541c5549bec18628ff8d4e23221f24b978bf1f5ceb0d4235ad6c5124f1?mediaType=mp4,USD,290,23599,11-Feb-2021,2-Mar-2021,290,19,23599
1ce1120c0f1d3719982f9fa7dc11b45bc8fb4074b528f90a972d3fffe58e88ba,https://www.snap.com/political-ads/asset/a9cd3ae4fa3e4b76c829024fa580bd49c220a0f34df52a5268a51519aaf13cc1?mediaType=mp4,USD,287,44956,21-Jan-2021,15-Apr-2021,287,84,44956
b0ba5625f87da75e978b87cf313d4e84115220c44f93999a5be6d9dc51d80eea,https://www.snap.com/political-ads/asset/6faa3d96c3d2e9dfa081007f50a8471c538f898e2f7c1e166d70c0e65fad47c5?mediaType=mp4,USD,283,37744,5-Jan-2021,5-Jan-2021,283,0,37744
e0be61c82624d09e27dce43400ef342b0e240cf930c2183146bb6045193da88f,https://www.snap.com/political-ads/asset/0221dbe224314eaf4db20aee55093d3f81b566b75d6e95afb1bf1d0a9355b735?mediaType=mp4,USD,278,41382,22-Jan-2021,15-Apr-2021,278,83,41382
bd53befe474f391cd9cdcda79292a3d30a0d3ae0f6b4c199d05524dca58dc474,https://www.snap.com/political-ads/asset/b73b761a7686b62575310790f3970c30037fb2042013e2297542023e5b5d0083?mediaType=png,GBP,278,125954,1-Feb-2021,14-Feb-2021,278,13,125954
ba70dc75a97ff1d4bee394f37f0a6c8b1a4d65d26bd65f259f69b9f755417798,https://www.snap.com/political-ads/asset/2df72a400828afaa26b1b3cc49211dc09282eefdd84225af5c2827bb38707332?mediaType=mp4,USD,277,65441,16-Dec-2020,2-Mar-2021,277,76,65441
9ab5b8626b969988ecdfdbdb4ec91c2bb8b1aa6970b0cf6dc997c44f8bb1797c,https://www.snap.com/political-ads/asset/03fd1796088b4a75c2d62a05edf25fb1936345a3af596a3e490888c67ca97e60?mediaType=mp4,USD,276,77999,8-Feb-2021,2-Mar-2021,276,22,77999
7ea4f861faf27e19c7dc8df0768abcb2e7edfa1ea0faf5c3d7a2afab30bacae6,https://www.snap.com/political-ads/asset/50d42d7b048d75583a2bc20a98131fb05a7dacfb581af045faf773b23a47bbb1?mediaType=png,USD,273,37384,5-Feb-2021,1-Mar-2021,273,24,37384
327ee1f5ad79d7abba551081c83c5fac736f4942ead0f143aae8a8a934d447d3,https://www.snap.com/political-ads/asset/067f2f9289bb94ebe842bc925f74b57fc5ee64f00d438adb46642968d99a9fac?mediaType=mp4,USD,268,86793,1-Jan-2021,3-Jan-2021,268,2,86793
f90f8c02dfcdc429f4a069b27769089c906d4f3b223fab7cbc1056bd6af47f07,https://www.snap.com/political-ads/asset/729adb958957800c00522e95214d19918fd8667cdd2a810c7be5bb539f393a04?mediaType=mp4,USD,267,35516,5-Jan-2021,5-Jan-2021,267,0,35516
c66b28be8bb5227087c6a11ec49357b20a4ca7844f60624a1fee55a4723c4416,https://www.snap.com/political-ads/asset/47dcca2255e9e5c5cba6332328ed63920c55c1d19dc809ed05adf0d44dcadb50?mediaType=mp4,USD,262,32973,18-Feb-2021,25-Feb-2021,262,7,32973
d3228ab9d795eab364280b9d184601871bf6bbfefbb5b8253e34cb3b269ff5d6,https://www.snap.com/political-ads/asset/74eb84252f6b12cbf65d55fa323ee281b2e733ea15bd9fccbd3e4ca20a748cf5?mediaType=png,USD,253,59497,8-Feb-2021,27-Feb-2021,253,19,59497
d3825c84adf55a99078f0e229618206a568d4cdb9f54ad119cc9ee372bc162ec,https://www.snap.com/political-ads/asset/55821a984c0c6ee638cd8ba2daa29da26aa084d10dce3fd1b8723671e42a47d0?mediaType=png,GBP,252,111828,18-Jan-2021,14-Feb-2021,252,27,111828
6ae1306cd179c16c97f570b50ad16c7430830aebc29f6e6f4c42ebc649be3973,https://www.snap.com/political-ads/asset/037f3b61a3b582f8cbd99c4232a785e55359d32b8fd6a13a3e0123e12b3e386e?mediaType=png,USD,248,26758,26-Jan-2021,2-Mar-2021,248,35,26758
c558cad057e2a7e36936c6abf68202746d7205c774cd6ec5d822d8a67f0b3d87,https://www.snap.com/political-ads/asset/8e9af093886f464d1015187bf7728cb91a14eec96baf01f9eb09edca6bb0fe3b?mediaType=jpg,USD,241,13288,26-Feb-2021,2-Mar-2021,241,4,13288
4d3fd8a1353f3a144cb8d17a977b0bf5d3566682c7b27df84f20f518e3623f6c,https://www.snap.com/political-ads/asset/2704287c023ea7afbe03957bf20b129fc378d6614876f043806c92b1905ef256?mediaType=mp4,USD,233,36882,21-Jan-2021,15-Apr-2021,233,84,36882
1da74223d609cbb3aebd73a8131162112c24113ec91019f19846bdac88645e66,https://www.snap.com/political-ads/asset/6fe69766491afe92dab0b107826da258bfa4fe0e7b3128da4e9129dd9ab2679c?mediaType=png,USD,222,60808,17-Feb-2021,31-Mar-2021,222,42,60808
af438ddd5d8b7b74ec3a311d0ea6b9b3c7295d07f1ef74e31900c0b44ba4b03d,https://www.snap.com/political-ads/asset/5a92050087e185a848d4c965899ac68c877d4d22dd0f1f7168a1281c1508a907?mediaType=png,USD,218,64773,17-Feb-2021,31-Mar-2021,218,42,64773
caa1d47384159819ad77a5798892f4c4d42d9f9ed333f3257483d2354bf075e4,https://www.snap.com/political-ads/asset/b41c7c6eb84525226bb37fc317563b6e10584857ce33b01136f745cab4175699?mediaType=mp4,GBP,214,83522,1-Mar-2021,15-Mar-2021,214,14,83522
858d8eb4d7bd73218f76c72dd0b517a50be8aa971655f5568ad4efc2091d65d9,https://www.snap.com/political-ads/asset/da8582fad11e53d794ed35c859bc1eace06fa60b38e3ea62aaf2cc9a341c4546?mediaType=mp4,USD,213,72363,17-Feb-2021,1-Apr-2021,213,43,72363
c0eec1b7b9a7477ed917438ff7487e3620b322f4b4d0950a7f0b5e9b4e3588d6,https://www.snap.com/political-ads/asset/385252f7d456a9d9e003a84d76138f9879116706a3b0eb5d1445f90a66c47b17?mediaType=png,GBP,211,109455,1-Feb-2021,14-Feb-2021,211,13,109455
f1cf24ff68294c64a1551cea35c58b2c9de0f0bba4107a4bf40c5638b92b6476,https://www.snap.com/political-ads/asset/bdd5de77c79cec3952276b1341ea68f1752e770e1c4998da9e0b20be0e373b30?mediaType=mp4,USD,210,49313,12-Feb-2021,2-Mar-2021,210,18,49313
465675b20e646de34745595f0afd0d7f6984c3532f9830adc20fd558d9b41947,https://www.snap.com/political-ads/asset/6a48814d92ff30fbb726723480d992dcb7017abaec39fc9969369127be981ec8?mediaType=png,USD,209,23853,22-Jan-2021,2-Mar-2021,209,39,23853
67cd8541d64391d2ed0a9fc886869760efa254ee4756b44020c7b8a13adb76e3,https://www.snap.com/political-ads/asset/50d42d7b048d75583a2bc20a98131fb05a7dacfb581af045faf773b23a47bbb1?mediaType=png,USD,208,24043,5-Feb-2021,1-Mar-2021,208,24,24043
e3deda2ba4df04ab27a857e987de7c06da12aa1745ba09fc867267020cc010d0,https://www.snap.com/political-ads/asset/37c5dbdd4ae1f6ee59f243218bf94d3396e5f68e5df6f8755cab8154f7085a09?mediaType=mp4,GBP,207,35069,24-Feb-2021,25-Mar-2021,207,29,35069
b601f94fea90919459d452f0e03e67315c24477275fda6ab027a0866f33fffd6,https://www.snap.com/political-ads/asset/6ecd2e47fdcbeb036fcd258e990da37ac957b896809c32e8c6aa7fab050d81ac?mediaType=mp4,GBP,206,35441,24-Feb-2021,25-Mar-2021,206,29,35441
50b60d4302a1b5450084c03796a2f24d8c29358a013621b82196c5468ef278c9,https://www.snap.com/political-ads/asset/40c5fd87369b68659ff7ff5418f1b513011060dd755a1213b22eaa7d23311be9?mediaType=mp4,USD,201,262182,2-Feb-2021,1-May-2021,201,88,262182
e254df6edc1a0de928acb52b6b6bf44d3c97d85472c0ca0756a04dd0f3d226e5,https://www.snap.com/political-ads/asset/bdd5de77c79cec3952276b1341ea68f1752e770e1c4998da9e0b20be0e373b30?mediaType=mp4,USD,201,17235,12-Feb-2021,2-Mar-2021,201,18,17235
a6c98a7649cff12958e0108cc274ac712b123503b9e7e650dc72ae9e42b30b39,https://www.snap.com/political-ads/asset/51b8d7c3f1974074436dc5a46c0c219b553407c5e5ad21805ea8515f8d2ae856?mediaType=jpg,USD,200,16841,28-Jan-2021,2-Mar-2021,200,33,16841
f14a18b5d9313d210f00b8f83fd649c443ad5fe0f8dd407b3d64b9999ab670e5,https://www.snap.com/political-ads/asset/f6beb86e1bf64de629d6f66d2c8746d3ce16807d35ae421628905e14dae0c1f2?mediaType=png,USD,200,27133,22-Jan-2021,2-Mar-2021,200,39,27133
941b5f2dbb03e428be16f715a3930bbff1443a59a4fbed92f6bf6bfb38deb63d,https://www.snap.com/political-ads/asset/16cf03b5477128cec153fca8e10242281826b1ae551b7e05319cfcf5b4eadb25?mediaType=jpg,USD,199,28668,26-Feb-2021,2-Mar-2021,199,4,28668
4a985660944618b8dd1838df4e8dac5f4cfae201a7522230ca09b217a96d3963,https://www.snap.com/political-ads/asset/eec6bf120503e1c3d215a40b70c6c435b492947a76b40144b14efaab5218cb7f?mediaType=png,USD,198,21884,4-Jan-2021,2-Mar-2021,198,57,21884
289a59c8f537fe9c68c1db977859fcf22a392bd055fbdce882642713ec1e6627,https://www.snap.com/political-ads/asset/c22a95cc2e9992ec10708a2477ee3e3196306576d0a4e0792f5d85c9c41817aa?mediaType=mp4,USD,198,64588,22-Jan-2021,29-Jan-2021,198,7,64588
aea10d1b61398e398a55dfa2f89ebe74f9b45b4fe6912b92016f94fb68f69ee4,https://www.snap.com/political-ads/asset/c415e46dc3daacf40165af895d79c79b9985cf089e28bf4f5bd8106a692fbf24?mediaType=mp4,GBP,198,84748,26-Feb-2021,7-Mar-2021,198,9,84748
0c25241be7227352c351f24efa2ce9fac272fb69beb84189593867c129e3dd7c,https://www.snap.com/political-ads/asset/f6beb86e1bf64de629d6f66d2c8746d3ce16807d35ae421628905e14dae0c1f2?mediaType=png,USD,197,19685,22-Jan-2021,2-Mar-2021,197,39,19685
5ef0c3be4ba7a364775e709acac026efb8c5e488d90865813048d6ecb28f4112,https://www.snap.com/political-ads/asset/1f50a04e236e9570f66db1de3cf303129552451dd3922aa7c70200f587933979?mediaType=png,USD,197,12812,28-Jan-2021,2-Mar-2021,197,33,12812
948bcda512d984db6d99e5337ff39467b534a567e1e2ae5dcadf171252f13542,https://www.snap.com/political-ads/asset/83dd641fd347bc66dbacd2890b4dc065cc354496f8827c2efce69edd2ea84d2d?mediaType=mp4,USD,196,13108,21-Jan-2021,5-Feb-2021,196,15,13108
66b2e052bd813a2e61448aa400c517b420f6143b440da67d69c490037402016e,https://www.snap.com/political-ads/asset/c22a95cc2e9992ec10708a2477ee3e3196306576d0a4e0792f5d85c9c41817aa?mediaType=mp4,USD,195,59131,22-Jan-2021,29-Jan-2021,195,7,59131
127805b41504850f078f685c53a3282dd8f02c016eedde0a474fb4552328825c,https://www.snap.com/political-ads/asset/f88afb2de7e0c85f1ecf954ef70585d48fd8b175e874257098ba1550f44bb6d6?mediaType=mp4,USD,194,20473,21-Jan-2021,5-Feb-2021,194,15,20473
eae25f630fbdb163923c06476c2dd38bd0d3a2ef811215911da46066192d8da3,https://www.snap.com/political-ads/asset/9822579641ae056d42f7179233041fe2281f5bb78fd8864a53781bd6a2da0b53?mediaType=mp4,CAD,193,113692,28-Jan-2021,11-Feb-2021,193,14,113692
07bd54e7919a11c123e99a5201a31128cd87fc5f5fdd0933fc86dfcc8abba157,https://www.snap.com/political-ads/asset/a351e7c01b482515aa97d9373f568a6321a15d1ef56293f2e7f497293b6bd28c?mediaType=mp4,USD,192,61589,14-Jan-2021,22-Jan-2021,192,8,61589
a0c304f5917fb2d4b1745d57b49eec7cda16f8ae61a42a823711621598433b90,https://www.snap.com/political-ads/asset/a351e7c01b482515aa97d9373f568a6321a15d1ef56293f2e7f497293b6bd28c?mediaType=mp4,USD,191,57748,14-Jan-2021,22-Jan-2021,191,8,57748
36c13f662983560de97109b230d53e6123ce8406098314f98c900a2bec206624,https://www.snap.com/political-ads/asset/fecd7c3bc55ce0ac3c19085f738f2faf3fbd5e8aa285ceb381d58a65086de1ee?mediaType=png,USD,188,45925,22-Jan-2021,1-Feb-2021,188,10,45925
a1fb3fb28070bed9ab04c9461f83ac202e846af7001c0b58743d124d79e03025,https://www.snap.com/political-ads/asset/dc78bf73d037bef2fb9a24a6a69d9d5f48797edf1f9fb779e964e542d5c65350?mediaType=mp4,GBP,185,139972,24-Feb-2021,3-Mar-2021,185,7,139972
63ac6f2c1155a9773b8cdb5616e5cc385530c20147e177586fdc5289aba3c11c,https://www.snap.com/political-ads/asset/a3c06379a8e9d89913e9d772868ba1f2208ec9b412312422e25a9d50c921e759?mediaType=mp4,USD,184,15868,12-Feb-2021,2-Mar-2021,184,18,15868
3595478f4ab2da5cdd1548b2d8e8d61b7fa0a5c84e29f70a98b9e6b6d2d0348c,https://www.snap.com/political-ads/asset/fecd7c3bc55ce0ac3c19085f738f2faf3fbd5e8aa285ceb381d58a65086de1ee?mediaType=png,USD,183,40846,22-Jan-2021,1-Feb-2021,183,10,40846
5f7c513cee6d68d84b4a9ce405f9e55ec2f66c7b49f694b7cbeda7a306c98d6a,https://www.snap.com/political-ads/asset/dfb0b27cb0c7e5f86ae669590dca5cd866409649f18cc4839e09c0d05f32750b?mediaType=mp4,CAD,183,59182,25-Jan-2021,22-Feb-2021,183,28,59182
3a333e1d9d479333ff665f9ff11e333d85dd3817675b28687f3fff46dd03954b,https://www.snap.com/political-ads/asset/d81a7715bff71e86da21b86ba745ae905b9e16f2765698d4ca2396b8f01f96f2?mediaType=png,USD,178,15268,4-Jan-2021,2-Mar-2021,178,57,15268
74c94f87916eea1e426fe6839ce8c5592315e240b60bc98e154a979aadd57296,https://www.snap.com/political-ads/asset/bc4d17c9f787340a6c8131a1102aa22d73c6e7f42d954f6188cf8b8246660b38?mediaType=png,USD,178,18424,22-Jan-2021,2-Mar-2021,178,39,18424
9f00e3e702bebed2a5420f410877cefab238b74b7199e1cc5af352f30fcbd8ab,https://www.snap.com/political-ads/asset/619304e255a9bcbeb28823cf500a3e245cfc4ed3681d0112629273ef5092c214?mediaType=mp4,USD,176,130444,11-Jan-2021,14-Jan-2021,176,3,130444
4ba324ac0e15d0e48a4e8cf5929d2ee7b297b845f71b1b15caafebb29e3ee3fc,https://www.snap.com/political-ads/asset/1fffb75208971e91bbcc1d34291948452c0ba217db19a4a64009c2605138503d?mediaType=mp4,USD,176,76536,11-Jan-2021,18-Jan-2021,176,7,76536
332175575cedf3552bf5edd86cab583e51720319e8826340fe5ff11001a84c93,https://www.snap.com/political-ads/asset/9b742cbe2fac1484b22d925a9b4841307ecab3bc5f100ec85a56509e5f4ad083?mediaType=mp4,USD,176,21745,22-Jan-2021,15-Apr-2021,176,83,21745
7c2e7727c8b41f12876180fa1656be9f2633754bb5301211aafef4946aaee440,https://www.snap.com/political-ads/asset/a739f4e0ced1fe473bbd10c09e5461ea814ed9f7d8dd11dffec4126bdefece11?mediaType=mp4,USD,175,71668,9-Jan-2021,15-Jan-2021,175,6,71668
da6d2511848e0c482c986adfad5452b828167d4a6bbe2f9a2955874247d08d36,https://www.snap.com/political-ads/asset/64fdbe67acfc6a21135bb7b45dcf14214bd251e3e5fcc2eb04bee99d5179a093?mediaType=png,USD,174,33900,29-Jan-2021,3-Mar-2021,174,33,33900
faf5003c1f361e0b9684d494f11206e02eb620343d7a898891dd1a6f963e9ee8,https://www.snap.com/political-ads/asset/a739f4e0ced1fe473bbd10c09e5461ea814ed9f7d8dd11dffec4126bdefece11?mediaType=mp4,USD,174,81965,9-Jan-2021,15-Jan-2021,174,6,81965
a8e6b34ca83d95d6d62733169ac25bf8c37f7bcf9528d233e2a9c47596f0edaf,https://www.snap.com/political-ads/asset/13aa1f9330b20d63a869718b51d86380ca4f1da6e2723598a706792cad4cc53a?mediaType=png,USD,174,20770,26-Feb-2021,17-Mar-2021,174,19,20770
4e4d20f0426fbed2edeb681c5228483dd8b6f11e190bbaf9a81ae0d256284715,https://www.snap.com/political-ads/asset/1fffb75208971e91bbcc1d34291948452c0ba217db19a4a64009c2605138503d?mediaType=mp4,USD,173,81469,11-Jan-2021,18-Jan-2021,173,7,81469
054a78a819ee1dd418f5bda557346abe3771564c87d8c35df9c44ea7c12d270d,https://www.snap.com/political-ads/asset/fecd7c3bc55ce0ac3c19085f738f2faf3fbd5e8aa285ceb381d58a65086de1ee?mediaType=png,USD,171,43521,22-Jan-2021,1-Feb-2021,171,10,43521
1c80f32e01101201785c53f696e6adb47b81664aebe432ea6d146313438ef904,https://www.snap.com/political-ads/asset/4006aed41bb62b917a5fecbf5d061bff508dbd64825c3a26e3c9bd27161bf6e3?mediaType=mp4,USD,171,26530,23-Feb-2021,4-Mar-2021,171,9,26530
674e422205d8848d5f97e8a192cc767e29004c62b89d73d7eaf50c8745e72cc4,https://www.snap.com/political-ads/asset/4006aed41bb62b917a5fecbf5d061bff508dbd64825c3a26e3c9bd27161bf6e3?mediaType=mp4,USD,170,34759,23-Feb-2021,4-Mar-2021,170,9,34759
0c8f45457a72c0df0ed94c545ccc69979e136baf38ff236b781c7563598092c9,https://www.snap.com/political-ads/asset/037f3b61a3b582f8cbd99c4232a785e55359d32b8fd6a13a3e0123e12b3e386e?mediaType=png,USD,164,17939,22-Jan-2021,2-Mar-2021,164,39,17939
79973c18253eaae0ff18e8c0a119c7812da570273f5163f7a788d4c464c168bc,https://www.snap.com/political-ads/asset/c28aadc2601e3b8b907d78d7843e44688c71335a923f9144a6f17e68f9e32f96?mediaType=png,USD,163,24086,26-Feb-2021,17-Mar-2021,163,19,24086
f108926b75fad38f25670f9bb42b180bd3a577190e3030a9e49c09c8a12eef3d,https://www.snap.com/political-ads/asset/aa8dc43bae53ae415b12358c8adb9b4e34e5e5a8dd5609c34bf1db8ec6841dfe?mediaType=mp4,USD,155,67946,3-Jan-2021,6-Jan-2021,155,3,67946
236e5d80768e2e1a231c12135987e4dbbb12c7a02b7c6a51b08f0d6dc080a7dc,https://www.snap.com/political-ads/asset/2fbe442f156f3d751c5a097c211f12ce8a157f45c41c614edcdc962bfacd982b?mediaType=mp4,USD,155,22101,21-Jan-2021,15-Apr-2021,155,84,22101
1274208ae49b3700d4c749151613b3134f1a0f6ed31f3e3a53b88d37e685176d,https://www.snap.com/political-ads/asset/bc4d17c9f787340a6c8131a1102aa22d73c6e7f42d954f6188cf8b8246660b38?mediaType=png,USD,153,16069,26-Jan-2021,2-Mar-2021,153,35,16069
b61b3640f24ea98b64911649ee00343abd4198cb257649b033b86b175cf65cf6,https://www.snap.com/political-ads/asset/70553a530e975d7bdba79768e40ef387cb2aadb4150fe4ddfed58111b0b24828?mediaType=png,USD,150,22847,22-Jan-2021,2-Mar-2021,150,39,22847
324abff85ea7188aee86f8346396d3934188b90c4da6854767365dd9430d0476,https://www.snap.com/political-ads/asset/f406752d40029f0c24e2841c81978763a223836c2102480cfa9dee116aa1cf66?mediaType=mp4,EUR,150,74358,5-Feb-2021,7-Feb-2021,150,2,74358
4f2c6228348eaba00c2cc8df5656f4d3c6777a2f0bdecc6535583e1315d0c640,https://www.snap.com/political-ads/asset/7344b59c48300316bd9699835526e92f4dc20aeafcc14e92aa30807647171ca2?mediaType=png,GBP,150,87754,1-Feb-2021,14-Feb-2021,150,13,87754
3b4f21f15549002e5e7b0000b75e1d6816b0225da28c219720c5f47609fc87c9,https://www.snap.com/political-ads/asset/5ab8373e4161bb7d29a023cd16bd299a0735d8347673b2660d787ba7a5eaea71?mediaType=png,USD,148,14302,4-Jan-2021,2-Mar-2021,148,57,14302
b8805a4c63b840ebce37d7b97cecf22043a1a6771ff4b2a041d189c69c7dbb95,https://www.snap.com/political-ads/asset/a25c1a9e5343a5a070ec167069fd23b96bc4250af41030da8d5dc03da8c61f70?mediaType=mp4,USD,144,12392,12-Feb-2021,2-Mar-2021,144,18,12392
f01350de370c07367ce3f12d681dbfe95c9fc23351fd17bc1b4feb4a0e503d1d,https://www.snap.com/political-ads/asset/037f3b61a3b582f8cbd99c4232a785e55359d32b8fd6a13a3e0123e12b3e386e?mediaType=png,USD,144,13774,22-Jan-2021,2-Mar-2021,144,39,13774
ffd8efc3e97c5b6188722b9618a7ea76620f29948b005340aca58f09a1068a1c,https://www.snap.com/political-ads/asset/70553a530e975d7bdba79768e40ef387cb2aadb4150fe4ddfed58111b0b24828?mediaType=png,USD,144,15290,22-Jan-2021,2-Mar-2021,144,39,15290
a4509079c70b31660e9f91e45f28a878d8972155efab1dd466be2e75d7c0f5ef,https://www.snap.com/political-ads/asset/4fa80b0f64bc2d799fed20980f8f0ed333c0c091254afb8aab0e303fdcfafc64?mediaType=mp4,AUD,144,18210,25-Jan-2021,9-Feb-2021,144,15,18210
ebcef06c9e6eb8d275244b18ae23f49047eff0ce841005c5f8a20a486528021f,https://www.snap.com/political-ads/asset/6e3b0362a513cb922d94632732f5dc2d1966dc64e2ffa077ef80efc00b5a1462?mediaType=png,USD,143,13651,11-Feb-2021,2-Mar-2021,143,19,13651
69da982276dc2e107604da2f5c6b4d1f7d77973636a54bb3fbbfa7ddbfef7518,https://www.snap.com/political-ads/asset/3ad50e2f4850087febe790178967399e80420a716867442c8c418affc7c6c002?mediaType=png,USD,141,16978,4-Jan-2021,2-Mar-2021,141,57,16978
9ecb65e23e8705d087e282b390bf9874bbd8d1a8d30527d8668d41f8f16bf1f1,https://www.snap.com/political-ads/asset/2fbe442f156f3d751c5a097c211f12ce8a157f45c41c614edcdc962bfacd982b?mediaType=mp4,USD,140,17565,22-Jan-2021,15-Apr-2021,140,83,17565
fd2208a6ac4bf4a3879da43179e64ac0443783df4d9246df13376e909fd557ee,https://www.snap.com/political-ads/asset/1f50a04e236e9570f66db1de3cf303129552451dd3922aa7c70200f587933979?mediaType=png,USD,138,12010,28-Jan-2021,2-Mar-2021,138,33,12010
7fb5718bf56e2380f79a6a1af11276989cbad71f3aac81567ed0d0fe7b982aba,https://www.snap.com/political-ads/asset/aa7b817c24bb702bbb4a5c9c11a99ba45d7906ce393616bc40c1cabe7483f837?mediaType=png,USD,138,10071,28-Jan-2021,2-Mar-2021,138,33,10071
02546748c75a9c80a62ab2cb0f2309690b3795ba4bba546b981558285492736b,https://www.snap.com/political-ads/asset/fecd7c3bc55ce0ac3c19085f738f2faf3fbd5e8aa285ceb381d58a65086de1ee?mediaType=png,USD,138,12131,22-Jan-2021,1-Feb-2021,138,10,12131
12109a1f0b29235844b3a76e32ea58545db5badafb2858f3af1d160ee7f54336,https://www.snap.com/political-ads/asset/40c5fd87369b68659ff7ff5418f1b513011060dd755a1213b22eaa7d23311be9?mediaType=mp4,USD,138,34923,3-Feb-2021,1-May-2021,138,87,34923
7132b3b02cd8c8dd77fc98cae02f472aec62bd439df09cd222df5cbee6abfaf7,https://www.snap.com/political-ads/asset/8db034cd63e48b8e4b5371b005c9817a8306d0d2f76db8d5ecea131c99e18304?mediaType=png,USD,136,37718,17-Feb-2021,1-Apr-2021,136,43,37718
